id,entity_type,slug,name,question,finding,status,confidence,source_url,source_title,date_checked,notes
271,program,crafts/metalsdirectorypage/s160.html,San Diego State University,program still exists / chair,"Continuation with leadership succession. The program was founded by Arline Fisch (faculty 1961-2000) and long led by Helen Shirk (1975-2010). Sondra Sherman succeeded Shirk as head of jewelry/metalwork in 2010 and continues to run it. Since ~2014 the program has remained active and respected with a working metalsmithing studio (4th floor of the art building). In 2024 Arline Fisch died (SDSU published an in memoriam). In 2026 the School of Art and Design named Matthew Hebert as director and announced a degree restructuring effective Fall 2026: the previous separate emphasis areas (including jewelry/metalwork) become integrated specialties within a single flexible BA in Studio Art; jewelry and metalwork explicitly continues as one of those specialties. No closure, merger-away, or rename of the metals discipline itself.",yes,high,https://art.sdsu.edu/programs/applied-design-emphasis/specialization-in-jewelry-and-metalsmithing/ | https://art.sdsu.edu/faculty-staff/sherman-sondra | https://psfa.sdsu.edu/news/2026/what-changes-in-sdsu-art-and-design-degrees-mean-for-students | https://psfa.sdsu.edu/news/2026/sdsu-names-matthew-hebert-director-of-the-school-of-art-and-design | https://art.sdsu.edu/graduate-program | https://psfa.sdsu.edu/news/2024/in-memoriam-arline-fisch | https://snagmetalsmith.org/2017/04/2017-laa-helen-shirk/,,2026-05-29,"verified=not-needed; chair=Sondra Sherman (Associate/Professor of Art, Head of the Jewelry & Metalwork Program since 2010). School of Art and Design director: Matthew Hebert (named 2026)."
272,program,crafts/metalsdirectorypage/s162.html,San Francisco State University,program still exists / chair,"The metal arts program was founded in 1965 by Imogene ""Tex"" Gieling, who established and led it until her retirement (~1990). The program persisted into the 2000s (ART 225/325/425/525 metal arts & jewelry courses appear in the 2003-04 bulletin). Since then it has been discontinued/absorbed: it survives neither as a named studio-art emphasis nor as any course in the current (2025-2026) catalog, and there is no metals faculty on the current roster. Broader School of Art restructuring is evident — the undergraduate BFA was replaced by a BA in Studio Art with consolidated areas, and the MA is currently suspended/under review. No single news item documenting a formal ""metals program closure"" was found; the conclusion is drawn from the absence of any metals area, course, or faculty in current offerings versus their presence in archived bulletins.",no,high,https://art.sfsu.edu/ | https://advisinghub.sfsu.edu/bachelor-arts-art-concentration-studio-art | https://art.sfsu.edu/people | https://bulletin.sfsu.edu/courses/art/art.pdf | https://bulletin.sfsu.edu/colleges/liberal-creative-arts/art/ | https://snagmetalsmith.org/2019/01/2004-laa-tex-gieling/ | https://sfmcd.org/tex-gieling-sixty-years/ | https://www.linkedin.com/in/dawn-nakanishi-0919433a/ | https://www.sfsu.edu/~bulletin/previous_bulletins/0304/SFSU_Course_Descriptions_2003-04.pdf,,2026-05-29,"verified=verify-failed; chair=Santhi Kavuri-Bauer (Director, School of Art — an art historian, not a metals specialist)"
273,program,crafts/metalsdirectorypage/s163.html,Sawtooth Center for Visual Art,program still exists / chair,"Continuation with a name change. The institution was historically the ""Sawtooth Center for Visual Art"" and now operates as the ""Sawtooth School for Visual Art"" (Winston-Salem, NC; founded 1945). The metals/jewelry program is fully active, having grown to ~300 students per quarter in the Glass + Metals department. There has been notable leadership continuity rather than a change: the archived faculty member Sara Sloan Stine (joined 1987) remains the program's director as of 2025-2026, with 30+ years as a silversmith. She also founded the school's Wood and Lapidary programs.",merged-renamed,high,https://sawtooth.org/studios/metals-lapidary/ | https://sawtooth.org/staff-detail/sara-sloan-stine/ | https://sawtooth.org/news-events/stories/story-001/ | https://sawtooth.org/ | https://www.ncpedia.org/sawtooth-center-visual-art,,2026-05-29,"verified=verify-failed; chair=Sara Sloan Stine, Director of Metals and Glass Programs (metals@sawtooth.org / sarastine@sawtooth.org)"
274,program,crafts/metalsdirectorypage/s167.html,School of the Museum of Fine Arts,program still exists / chair,"The independent School of the Museum of Fine Arts, Boston merged into Tufts University. The merger was announced December 2015 and completed June 30, 2016, creating ""SMFA at Tufts."" The metals/jewelry program continued through the merger and is still active as of 2026, now operating within Tufts' degree structure. This is a rename/merger, not a closure — the institution and its metals offering both survive under the new parent.",merged-renamed,high,https://smfa.tufts.edu/areas-of-study/metals | https://smfa.tufts.edu/student-experience/studio-resources/metals-studio | https://en.wikipedia.org/wiki/School_of_the_Museum_of_Fine_Arts_at_Tufts | https://smfa.tufts.edu/ | https://www.idp.com/universities-and-colleges/tufts-university/bachelor-of-sciencebachelor-of-fine-arts-metals/PRG-US-00360765/ | https://smfa.tufts.edu/directory/tanya-crane,,2026-05-29,"verified=verify-failed; chair=No single ""metals program head/chair"" is published — SMFA's BFA is non-departmental. Metals faculty include Kendall Reiss and Tanya Crane (both ""Professor of the Practice in Metals"") and Hannah Oatman. (No formal chair title confirmed.)"
275,program,crafts/metalsdirectorypage/s168.html,Seton Hill College (now Seton Hill University),program still exists / chair,"Continuation, not closure. The institution is now Seton Hill University (it became a university in 2002; ""Seton Hill College"" is the historical name). The metals offering persists as a concentration inside the Art & Design Department rather than as a standalone program. The archived ""Filkosky 1955–1999"" record refers to Sister Josefa Filkosky (born Patricia Filkosky), who taught three-dimensional art, metalsmithing, and sculpture on the Seton Hill art faculty from 1959 until her death from a brain tumor in 1999, serving as department chair from 1978; the archived ""1955"" start year and ""Joseph"" first name appear to be record errors. Since ~2014 the program has continued under the current Art & Design Department structure, now chaired by Pati Beachley.",yes,high,https://www.setonhill.edu/academics/degrees-programs/undergraduate-programs/art-fine-art-studio-bfa.html | https://www.setonhill.edu/academics/degrees-programs/undergraduate-programs/art-studio-art-ba.html | https://test-shualumni.setonhill.edu/alumni-archive-pages/scholarship/honor-a-mentor/josefa-filkosky.html | https://triblive.com/tribextra/whats-that-prominent-sculptures-at-seton-hill-pay-homage-to-late-artist-teacher/ | https://www.askart.com/artist/Josefa_Filkosky/10017581/Josefa_Filkosky.aspx,,2026-05-29,"verified=not-needed; chair=Pati Beachley, Professor of Art and Chair of the Art & Design Department (department-level chair; no separate ""metals program head"" listed)"
276,program,crafts/metalsdirectorypage/s169.html,Shorter College,program still exists / chair,"The institution listed as ""Shorter College"" (Rome, GA) was renamed Shorter University effective June 1, 2010, reflecting growth into graduate offerings. This rename predates and explains the directory's old ""Shorter College"" name. As of 2024-2026, the art program is small (minor only) and offers NO jewelry/metals/metalsmithing track — the current/recent catalog course list and program pages show six studio areas (Ceramics, Digital Art, Drawing, Graphic Design, Painting, Photography) with no metals/jewelry courses. The institution underwent significant turmoil after a 2011-2012 lifestyle-statement/faith-statement controversy that caused major faculty departures; whatever metals offering may have existed at the college level did not survive into the current curriculum. No evidence of a standalone, currently-active metals/jewelry program could be found.",no,medium,https://www.shorter.edu/art-minor/ | https://www.shorter.edu/school-of-arts/ | https://catalog.shorter.edu/content.php?catoid=3&navoid=130 | https://www.northwestgeorgianews.com/polk_standard_journal/news/shorter-college-to-become-university-expected-date-is-2010/article_d626adcf-7be7-5d67-8d81-0867aa0c883d.html | https://en.wikipedia.org/wiki/Shorter_University | https://www.metalcyberspace.com/schools.htm,,2026-05-29,verified=verify-failed; chair=No dedicated art chair found; School of Fine & Performing Arts led by Interim Dean Dr. Jerico Vasquez. Margie Monde listed as Assistant Professor of Art.
277,program,crafts/metalsdirectorypage/s170.html,Siena Heights University,program still exists / chair,"Continuation then institution-wide closure. John D. Wittersheim, the archived faculty member, taught metalsmithing and sculpture at Siena Heights from 1979 until his death from cancer on March 17, 2013 (age 59, ~34 years); the John Wittersheim Memorial Sculpture Park was established on campus. The metalsmithing medium CONTINUED after 2014 within the Studio Angelico art department (taught by Jamie Goode), so it did not close in the 2014-2019 window when the directory went offline. The decisive event is that on June 30, 2025, President Douglas Palmer and the Adrian Dominican Sisters announced Siena Heights University (founded 1919) will permanently close at the end of the 2025-2026 academic year for financial/enrollment reasons, with final commencement in May 2026. The metals/jewelry offering ends with the university.",no,high,https://www.sienaheights.edu/siena-heights-university-announces-closure/ | https://www.13abc.com/2025/06/30/siena-heights-university-close-following-2025-2026-academic-year/ | https://reflections.sienaheights.edu/2013/07/03/practical-professor/ | https://www.studioangelico.com/faculty | https://www.studioangelico.com/ | https://www.sienaheights.edu/arts-at-siena-heights-university/ | https://catalog.sienaheights.edu/preview_program.php?catoid=7&poid=1478&returnto=422,,2026-05-29,"verified=verify-failed; chair=No dedicated metals ""program head."" Metalsmithing was taught by Jamie Goode (jewelry fabrication, lost wax casting, raising, chasing). She succeeded the late John Wittersheim as the metals instructor."
278,program,crafts/metalsdirectorypage/s171.html,Skidmore College,program still exists / chair,"Continuation with a brief disruption. The metals/jewelry program has run continuously as a studio area within the Art Department. Archived faculty (Earl Pardon 1951-1989, Arline Fisch 1957-1961, Sharon Church 1973-1976, Susan Hamlet from 1981) are the program's mid-century lineage; Pardon was the long-time anchor. Two Skidmore-alumni Facebook posts (Skidmore Class of 1992 group) indicate the college briefly ""cut"" a jewelry/metalsmithing course and then ""reinstated"" it — a curricular/staffing scare rather than a program closure. As of the 2026-2027 catalog the program, courses, and dedicated faculty (Peterson, Pillari) remain active and the studio pages are live.",yes,high,https://www.skidmore.edu/academics/art/studios/metals/ | https://www.skidmore.edu/art/studios/metals/index.php | https://www.skidmore.edu/art/studios/metals/metalsmithing.php | https://www.skidmore.edu/art/courses-by-type/metals.php | https://catalog.skidmore.edu/departments-programs/art/ | https://www.skidmore.edu/art/faculty/index.php | https://www.facebook.com/groups/Skidmore1992/posts/10162786253001325/ | https://www.facebook.com/groups/Skidmore1992/posts/10162824982381325/,,2026-05-29,"verified=not-needed; chair=No dedicated metals program head; metals/jewelry is taught by Prof. David Peterson and Visiting Asst. Prof. Joe Pillari (Sculpture/metal casting: John Galt). The Art Department chair is Robert ParkeHarrison (photography). Note: the live catalog page rendered a slightly different chair/faculty set in one fetch (Sarah Sweeney listed as chair in one source) — chair identity has minor source-to-source variation, likely due to mixed-vintage cached pages."
279,program,crafts/metalsdirectorypage/s172.html,Slippery Rock University — Metalsmithing program (Art Department),program still exists / chair,"Continuation. The metals/jewelry offering survived as a named BFA Metalsmithing concentration within the Art Department and remains current as of 2026. Notably, the same person who teaches metalsmithing, Sean Macmillan, is also the Art Department chairperson, indicating the metals area is stable and central rather than at risk. No closure, merger, or rename of the metals area was found; the broader Art Department sits in the College of Liberal Arts.",yes,high,https://catalog.sru.edu/undergraduate/liberal-arts/art/art-bfa-concentration-metalsmithing/ | https://www.sru.edu/academics/majors-and-minors/art-bfa-concentration-in-metalsmithing | https://www.sru.edu/academics/colleges-and-departments/cla/departments/art/faculty | https://www.sru.edu/academics/colleges-and-departments/cla/departments/art | https://www.sru.edu/academics/colleges-and-departments/cla/departments/art/facilities,,2026-05-29,"verified=not-needed; chair=Sean Macmillan — Professor of Metalsmithing and Chairperson of the Art Department (MFA, Jewelry & Metalsmithing, University of Kansas, 2005; BFA, Edinboro University of PA, 2000). sean.macmillan@sru.edu / 724.738.4289"
280,program,crafts/metalsdirectorypage/s173.html,Southeastern Louisiana University,program still exists / chair,,no,medium,https://www.southeastern.edu/department-of-visual-art-design/degrees/,,2026-05-29,verified=verify-failed; chair=
281,program,crafts/metalsdirectorypage/s174.html,Southern Connecticut State University,program still exists / chair,"Continuation. The metals/jewelry program has continued uninterrupted since ~2014 and remains active. The old www2.southernct.edu studio-art URL from the archived directory era was superseded by the current www.southernct.edu site, but the program itself was not closed, merged, or renamed — it persists as the Jewelry/Metals concentration in Art and Design. A 2023 university news feature confirmed it as a small but full enrollment program led by chair Terrence Lavin, who has been integrating 3D-printing/contemporary fabrication alongside traditional metalsmithing.",yes,high,https://www.southernct.edu/program/art-and-design-bs-jewelry-metals | https://catalog.southernct.edu/undergraduate/programs-and-degrees/art-and-design-bs-concentration-jewelry-metals.html | https://news.southernct.edu/2023/07/11/creative-pursuits-jewelry-and-metals/ | https://www.southernct.edu/academics/art,,2026-05-29,"verified=not-needed; chair=Terrence Lavin, chair and professor of Art and Design (oversees the jewelry-metals specialization, per 2023 university news article)"
282,program,crafts/metalsdirectorypage/s175.html,Southern Illinois University Carbondale,program still exists / chair,"Continuation with leadership transition. The historic metals program (founded 1959; built by L. Brent Kington in blacksmithing and Richard Mawdsley in fine metals/small metals, both now Professors Emeriti) continues uninterrupted. Since ~2014, day-to-day faculty leadership passed to Rick Smith and Sun Kyoung Kim. The program remains within the School of Art and Design, which has been reorganized administratively (now under the College of Arts and Media); the school's interim director is Robert A. Lopez for 2025-2026. The archived faculty (Kington d. 2013, Mawdsley, Mary Lee Hu) reflect the program's historical lineage; the program is actively recruiting and exhibiting today.",yes,high,https://academics.siu.edu/design/art/program-tracks/metalsmithing.php | https://academics.siu.edu/design/art/masters/ | https://academics.siu.edu/design/art/ | https://news.siu.edu/2006/02/021406tc6032.php | https://catalog.siu.edu/programs/ad/faculty.php | https://soad.siu.edu/,,2026-05-29,verified=not-needed; chair=Metals/blacksmithing area led by Rick Smith (Professor) with Sun Kyoung Kim (Associate Professor). School of Art and Design Interim Director: Robert A. Lopez (2025-2026).
283,program,crafts/metalsdirectorypage/s177.html,Southwest School of Art and Craft,program still exists / chair,"The Southwest School of Art and Craft (renamed ""Southwest School of Art"" in 2010) operated as Texas' only independent art college. In Aug 2021 UTSA announced a merger/acquisition; the deal finalized in late 2021 and integration completed by July 2022. The campus became the UTSA Southwest Campus within UTSA's College of Liberal and Fine Arts. The BFA program moved to UTSA; community classes (including jewelry/metals) continued on-site under UTSA PACE Community Art. The standalone ""Southwest School of Art"" institution and its independent metals degree path no longer exist as such; the metals/jewelry instruction continues as UTSA community art classes.",merged-renamed,high,https://arts.utsa.edu/about/history/ | https://www.utsa.edu/today/2022/07/story/utsa-completes-integration-with-southwest-school-of-arts.html | https://sanantonioreport.org/utsa-southwest-school-of-art-merger-2/ | https://www.utsa.edu/president/2022/07/story/2022-07-26-SSA-update.html | https://www.utsa.edu/pace/community-art/adult/jewelry.html | https://www.utsa.edu/pace/community-art/adult.html | https://catalog.utsa.edu/undergraduate/liberalfinearts/art/,,2026-05-29,"verified=verify-failed; chair=Not published as a single named head/chair; classes run through UTSA PACE Community Art (Metals Department), contact communityart@utsa.edu."
284,program,crafts/metalsdirectorypage/s180.html,Southwest Missouri State University,program still exists / chair,"Continuation under a new institutional name. Southwest Missouri State University was renamed Missouri State University in 2005 (state legislation). The metals/jewelry curriculum survived the renaming and remains active as the Metals & Jewelry area within the 3D Studies track of the BFA. No closure or program merger of the metals offering was found; the only ""merge/rename"" event is the university-wide renaming. Department leadership currently shows Mitzi K. Kirkland-Ives as Interim Department Head (recent, post-2014 leadership change at the department level).",merged-renamed,high,https://art.missouristate.edu/Undergraduate/3d-studies-track.htm | https://art.missouristate.edu/ | https://art.missouristate.edu/people.htm | https://catalog.missouristate.edu/preview_entity.php?catoid=13&ent_oid=726 | https://art.missouristate.edu/Undergraduate/default.htm,,2026-05-29,"verified=verify-failed; chair=Mitzi K. Kirkland-Ives, PhD — Interim Department Head, Department of Art and Design (not the metals instructor; metals/jewelry-specific faculty member named on the dept faculty page but not captured by name here)"
285,program,crafts/metalsdirectorypage/s181.html,Southwest Texas State University,program still exists / chair,"Continuation with growth, not closure. Southwest Texas State University was renamed Texas State University–San Marcos in 2003 (now Texas State University), so the archived institution name is outdated but the program continues. Beverly Penn (archived as ""1990 to present"") built the metals program from ~900 to ~4,000 sq ft and remained the lead metals faculty member for decades; she retired and was named Distinguished Professor Emerita (~2024-2025), with a 30-year retrospective ""Foregrounding Paradise"" at Texas State Galleries. Leadership of the metals area has transitioned to Adam Atkinson (Area Head), supported by Nicole DesChamps-Benke and Laritza Garcia Janiga. The art unit is now the ""School of Art and Design."" Since ~2014 the program has continued as one of the more highly regarded undergraduate metals programs, with the main change being the 2024 BFA curriculum revision (no declared concentration) and the Penn retirement / leadership handoff.",merged-renamed,high,https://www.finearts.txst.edu/Art/academics/undergraduate/studio-art.html | https://www.finearts.txst.edu/Art/academics/undergraduate/studio-art/studio-curriculum.html | https://www.finearts.txst.edu/Art/faculty.html | https://mycatalog.txstate.edu/undergraduate/fine-arts-communication/art-design/ | https://faculty.txst.edu/profile/1921519 | https://universitystar.com/34334/life-and-arts/faculty-alumni-arrange-decades-of-metalsmithing/ | https://glasstire.com/2026/03/03/disturbance-loving-species-a-conversation-with-beverly-penn/,,2026-05-29,"verified=verify-failed; chair=Adam Atkinson — Assistant Professor, Area Head, Studio Arts: Metals (other metals faculty: Nicole DesChamps-Benke, Laritza Garcia Janiga). School-wide director not confirmed by name."
286,program,crafts/metalsdirectorypage/s182.html,Spokane Falls Community College,program still exists / chair,"A dedicated jewelry/metals/metalsmithing program is no longer present in SFCC's catalog, program directory, or Fine Arts studio listing (current studios: ceramics, drawing/painting, printmaking, sculpture). SFCC has a documented history of cutting vocational/craft courses deemed obsolete (e.g., printing, watch repair), and its Fine Arts building was slated for demolition around 2022. This is consistent with the metals/jewelry offering having been discontinued sometime after the directory went offline (~2014), though I could not locate a specific announcement, date, or named former faculty to confirm the exact timing or mechanism (course-by-course attrition vs. formal program closure). CAUTION: web searches repeatedly surface a 'Jewelry/Metal Arts' program at sfcc.edu — that is Santa Fe Community College, a different institution that shares the SFCC acronym, and does NOT belong to Spokane Falls (sfcc.spokane.edu, formerly spokanefalls.edu).",no,medium,https://sfcc.spokane.edu/What-to-Study/Programs | https://en.wikipedia.org/wiki/Spokane_Falls_Community_College | https://catalog.spokane.edu/CoursesAndPrograms/Default.aspx | https://www.historylink.org/File/21171,,2026-05-29,verified=verify-failed; chair=
287,program,crafts/metalsdirectorypage/s183.html,St. Norbert College,program still exists / chair,"The archived ""metals program"" entry appears to be a miscoding of a general art-department figure rather than a true metals/jewelry program. The listed faculty contact, Donald P. Taylor (archive: ""1984 to present""), was in fact St. Norbert's galleries director, art curator, and adjunct associate professor of art from 1984 — a sculptor and ceramist, not a metalsmith. He retired in 2011 (granted Director of Galleries and Curator Emeritus). Since ~2014 the St. Norbert art program has continued as a BA with Studio Art, Graphic Design, and Art Education concentrations; there is no evidence of a dedicated metals/jewelry program existing now or being closed/merged — most likely it never was a distinct metals program, and the directory entry reflects a small liberal-arts art department whose key contact (Taylor) departed in 2011.",no,medium,https://art.knight.domains/information-for-majors/ | https://art.knight.domains/ | https://www.snc.edu/art/ | https://blog.sl.edu/news/slc-names-art-gallery-for-green-bay-s-donald-p-taylor,,2026-05-29,"verified=verify-failed; chair=Not confirmed. Current art faculty named on the department site include Brandon Bauer, Bill Bohne, Daniel Dickhut, Abbey Gagne, John Gordon, Jim Neilson, Charles Peterson, Brian Pirman, Marilyn Stasiak, and Michael Wartgow; no chair could be verified from public pages."
288,program,crafts/metalsdirectorypage/s184.html,State University College at Buffalo,program still exists / chair,"Continuation under an institutional rename. ""State University College at Buffalo"" is the formal historic name for what is publicly known as Buffalo State College; it was rebranded as ""SUNY Buffalo State University"" (university designation granted ~2023). The metals/jewelry program continued through this period and remains an active, NASAD-accredited concentration. It was reorganized into the consolidated ""Art and Design"" degree structure (formerly a standalone Design Department / separate art degrees), with metals/jewelry now a concentration within the Art and Design B.F.A./B.A. rather than a freestanding major.",merged-renamed,high,https://artdesign.buffalostate.edu/metalsjewelry | https://ecatalog.buffalostate.edu/undergraduate/major-minor-programs/art-design-bfa/metals-jewelry-concentration/ | https://suny.buffalostate.edu/programs/bpid/585 | https://artdesign.buffalostate.edu/faculty-staff | https://suny.buffalostate.edu/programs/metalsjewelry,,2026-05-29,"verified=verify-failed; chair=Candace P. Masters, M.F.A. — Chair and Associate Professor of the Art & Design Department (department chair; no specific metals/jewelry program head publicly named on the current site)"
289,program,crafts/metalsdirectorypage/s186.html,State University of New York at Brockport,program still exists / chair,"The dedicated metals/jewelry program was built and led by Thomas R. Markusen, who established the metal studio and taught sculpture and metal/jewelry from 1968 to 1998 (the archive's 'to present' is outdated; he retired in 1998). Albert Paley taught there roughly 1972-1984. After Markusen's 1998 retirement the distinct metals/jewelry program was not continued as its own area; metalwork was absorbed into the Sculpture concentration. By the current catalogs (2021-2025) the art major lists only Ceramics, Drawing, Graphic Design, Painting, Photography, and Sculpture concentrations. No standalone metals/jewelry/CAD-CAM program exists today; active SUNY metals/jewelry instruction now lives at SUNY Buffalo State, not Brockport. Current Art Dept chair is Christian Carson.",merged-renamed,medium,https://www.brockport.edu/academics/art/ | https://www.brockport.edu/academics/art/major-minor/ | https://brockport.academicworks.com/donors/thomas-r-and-mary-p-markusen | https://www.brockport.edu/academics/art/facilities/ | https://www.brockport.edu/academics/art/sculpture/ | https://www.brockport.edu/academics/art/directory | https://westsidenewsny.com/features/2019-02-18/albert-paley-american-modernist-metal-sculptor/,,2026-05-29,"verified=verify-failed; chair=Christian Carson (Art Department chair, 2024-2025)"
290,program,crafts/metalsdirectorypage/s187.html,State University of New York at Geneseo,program still exists / chair,"The archived faculty member Patrice (E.) Case taught studio art, jewelry, and metalsmithing (notably niello). At the start of the 2013–2014 academic year, SUNY Geneseo discontinued the Studio Art department/major (alongside Computer Science and Speech Pathology). Student journalism in subsequent years (e.g., a 2019 piece ""Fulfilling the Absence of Art at SUNY Geneseo"") lamented the absence of a studio art program and called for its restoration; it was not restored. Patrice E. Case is now listed among SUNY Geneseo's emeritus faculty (retired). Only the Department of Art History (academic study, not studio practice) continues, currently chaired by Alla Myzelev. So the metals/jewelry program effectively closed circa 2013–2014 with the elimination of studio art and has not been revived.",no,high,https://morrison.sunygeneseoenglish.org/2019/04/27/fulfilling-the-absence-of-art-at-suny-geneseo/ | https://thelamronarchive.squarespace.com/posts/2013/02/07/spotlight-on | https://www.geneseo.edu/president/emeritus | https://www.geneseo.edu/art_history/faculty-staff/ | https://www.geneseo.edu/academic-program-finder/,,2026-05-29,verified=verify-failed; chair=Art History department — Alla Myzelev (Professor and Chair). There is no metals/jewelry program head; the area no longer exists.
291,program,crafts/metalsdirectorypage/s188.html,State University of New York at New Paltz,program still exists / chair,"Continuation with leadership continuity. Myra Mimlitsch-Gray (faculty since 1993, listed in the archived record) remains program director through 2026. Jamie Bennett (archived as ""1985 to present"") has since retired and is now Professor Emeritus. Lynn Batchelder joined as ongoing faculty. Mimlitsch-Gray received the 2018 SUNY Chancellor's Award for Excellence in Scholarship and Creative Activities and delivered a Yale Art Gallery symposium lecture in 2022. No closure, merger, or rename; the program remains a nationally renowned center for metals/jewelry.",yes,high,https://www.newpaltz.edu/fpa/art/metal/ | https://www.newpaltz.edu/fpa/art/metal/about/overview/ | https://www.newpaltz.edu/fpa/art/metal/showcase/faculty/ | https://www.newpaltz.edu/fpa/mfa/areas-of-study/metal/ | https://catalog.newpaltz.edu/graduate/fine-performing-arts/art/mfa-art/ | https://artjewelryforum.org/schools/state-university-of-new-york-at-new-paltz/ | https://sites.newpaltz.edu/news/2022/11/myra-mimlitsch-gray-yale-art-gallery-symposium/,,2026-05-29,"verified=not-needed; chair=Prof. Myra Mimlitsch-Gray (Metal Program Director). Other faculty: Associate Prof. Lynn Batchelder, Instructional Support Technician Adam Mastropaolo, Visiting Faculty Amelia Toelke; Jamie Bennett is Professor Emeritus."
292,program,crafts/metalsdirectorypage/s19.html,California State University - Fullerton,program still exists / chair,"Continuation. The program has remained active since ~2014 with no closure, merger, or rename. It continues to offer undergraduate (BFA Jewelry and Metals) and graduate (MA/MFA Crafts incl. Jewelry/Metalsmithing) degrees through the Department of Visual Arts. Christina Smith remains the longtime metals faculty/area coordinator; department chair is now Michelle Murillo. Current catalog listings (2024-2025/2025-2026) and active MFA application deadline of Feb 1, 2026 confirm ongoing operation.",yes,high,https://catalog.fullerton.edu/preview_program.php?catoid=61&poid=28520 | https://catalog.fullerton.edu/preview_program.php?catoid=80&poid=38040 | https://catalog.fullerton.edu/preview_program.php?catoid=61&poid=28536 | https://www.fullerton.edu/arts/art/students/areas_of_study/ma-mfa-in-art.php | https://www.fullerton.edu/arts/art/about_us/faculty_staff/ | https://www.craftinamerica.org/artist/christina-smith/,,2026-05-29,"verified=not-needed; chair=Department of Visual Arts chair: Michelle Murillo. Jewelry/Metals area program coordinator: Christina Y. Smith (Professor of Art, silversmith; MA San Diego State)."
293,program,crafts/metalsdirectorypage/s190.html,"Studio Jewelers, Ltd.",program still exists / chair,"Continuation, unchanged leadership. The school has operated continuously since 1979 and remains active in 2026 at 32 E 31st St, Floor 3, New York, NY 10016 (midtown Manhattan). Tuition schedule was updated effective September 1, 2024, confirming ongoing operation. Founder Robert Streppone is still Founder and Director — the same person listed in the archived record as faculty since 1979 (""to present""). No closure, merger, or rename has occurred. It remains licensed by the NYS Education Dept., accredited by ACCSC, and approved by the US Dept. of Education. Current faculty also includes Hiroko M. Streppone, Michiyo Fujiwara, and Boris Goynatsky.",yes,high,https://studiojewelersltd.com/ | https://studiojewelersltd.com/faculty/ | https://studiojewelersltd.com/courses/ | https://www.jewelers.org/jewelry-careers/jewelry-schools-directory/studio-jewelers-ltd | https://www.yelp.com/biz/studio-jewelers-new-york,,2026-05-29,verified=not-needed; chair=Robert Streppone (Founder and Director)
294,program,crafts/metalsdirectorypage/s194.html,Syracuse University,program still exists / chair,"Continuation with structural change. The historic Syracuse metals program (Pulos/Jerry/Marshall lineage) persisted as a degree offering for decades. In 2024 Syracuse University announced elimination of 93 academic ""offerings,"" and the standalone Bachelor's degree program in Jewelry and Metalsmithing was among those cut (the 93 programs collectively enrolled only ~258 students, ~1.2% of enrollment). However, the university stated no positions or departments were eliminated and that courses and minors would continue. Jewelry/metalsmithing thus continues today as an intensive within the Studio Arts B.F.A., as a standalone minor, and as a track within the Studio Arts M.F.A. — i.e., the standalone-major was folded into the broader Studio Arts degree rather than the area being closed.",merged-renamed,high,https://vpa.syracuse.edu/academics/art/programs/studio-arts-bfa/ | https://wrrv.com/syracuse-cuts-93-academic-programs/ | https://coursecatalog.syracuse.edu/undergraduate/visual-performing-arts/art/jewelry-metalsmithing-minor/ | https://coursecatalog.syracuse.edu/graduate/visual-performing-arts/art/studio-arts-mfa/ | https://vpa.syracuse.edu/academics/art/undergraduate/studio-arts-bfa/about-jewelry-metalsmithing,,2026-05-29,"verified=verify-failed; chair=Program coordinator reported as Robert Wysocki (rjwysock@syr.edu); Chris Wildrick listed as Studio Arts ""Area Lead."" Specific jewelry/metals coordinator not definitively confirmed on the official program page."
295,program,crafts/metalsdirectorypage/s195.html,"Tarrant County Junior College / N.E. (Tarrant County College, Northeast Campus) — Art Metals / Jewelry",program still exists / chair,"The institution was renamed from ""Tarrant County Junior College"" to ""Tarrant County College"" (TCC) in 1999, predating the directory record. The archived faculty member, Karmien Bowman, is still teaching at TCC (active TCC email + calendar page; profiled in 2017 and 2021 local press as a long-serving TCC art professor). Metals/jewelry was never a degree program of its own at TCC; it has continued as studio coursework within the Art curriculum and remains listed as an offered art form. No closure found — continuation as studio art with the same long-tenured instructor and a leadership/organization shift only at the institutional naming level. The ""N.E."" in the record refers to the Northeast Campus (Hurst).",merged-renamed,medium,https://www.tccd.edu/academics/courses-and-programs/courses/art/ | https://calendar.tccd.edu/karmienbowman_817 | https://www.tccd.edu/academics/courses-and-programs/programs-a-z/credit/visual-arts/ | https://www.crosstimbersgazette.com/2017/09/28/sweety-bowman-art-is-her-life/ | https://voyagedallas.com/interview/meet-karmien-bowman-yarmouth-studio-dfw-area-flower-mound/ | https://www.tccd.edu/,,2026-05-29,"verified=verify-failed; chair=Not a separate program with its own head. Karmien (""Sweety"") Bowman remains an Associate Professor of Art at TCC teaching Art Metals (along with Ceramics, Sculpture, Art Appreciation); her TCC email (karmien.bowman@tccd.edu) and TCC calendar page are still active as of 2026. No identifiable jewelry/metals program chair."
