id,slug,name,kind,work_title,dob,birthplace,currently_at,currently_at_url,current_role,since_year,bio_url,source_url,source_ts,fc_alive,fc_name_changed,fc_current_name,fc_current_role,fc_still_in_job,fc_current_link,fc_summary,fc_confidence,fc_verified,fc_sources,fc_checked
85,crafts/metalsdirectorypage/p173.html,REBECKA SEXTON,person,The Transformation of Memory: Wall Flowers,1964,"Hagerstown, MD",The School of the Art Institute of Chicago,http://www.temple.edu/crafts/metalsdirectorypage/s199.html,,1995,,http://www.temple.edu/crafts/metalsdirectorypage/p173.html,,yes,no,,"Senior Design Strategist / ""Health Futurist"" at Health Care Service Corporation (Blue Cross Blue Shield of Illinois), Chicago, IL — a design-strategy and service-design career, no longer in metalsmithing/academia",no,https://www.rebeckasexton.com/,"The metalsmith/jeweler Rebecka Sexton left academia and metalsmithing in the mid-2000s and built a second career in human-centered design and healthcare service design; she is alive and active, now a Senior Design Strategist at Health Care Service Corporation (Blue Cross Blue Shield of Illinois) in Chicago. Same name; no longer at the School of the Art Institute of Chicago.",high,confirmed,https://www.rebeckasexton.com/ | https://www.rebeckasexton.com/get-in-touch | https://www.id.iit.edu/wp-content/uploads/2016/02/RSexton_S2016.pdf | https://www.coroflot.com/rsexton/profile | https://www.linkedin.com/in/rebeckasexton/ | https://finearts.utexas.edu/alumni/spotlight/rebecka-sexton-named-director-unitedhealth-group-program | https://www.zoominfo.com/p/Rebecka-Sexton/1444416463,2026-05-29
86,crafts/metalsdirectorypage/p174.html,HELEN SHIRK,person,Schering-Plough Commission,1942,"Buffalo, New York",San Diego State Universtiy,http://www.temple.edu/crafts/metalsdirectorypage/s160.html,,1975,http://www.temple.edu/crafts/metalsdirectorypage/biographies/b174.html,http://www.temple.edu/crafts/metalsdirectorypage/p174.html,,yes,no,,"Professor of Art Emeritus, San Diego State University (taught jewelry/metalwork there 1975–2010)",retired-emeritus,https://en.wikipedia.org/wiki/Helen_Shirk,"Helen Shirk (b. 1942), the metalsmith/jeweler, is still living. She taught at San Diego State University from 1975 to 2010 and retired as Professor of Art Emeritus; she received the SNAG Lifetime Achievement Award in 2017.",high,not-needed,https://en.wikipedia.org/wiki/Helen_Shirk | https://snagmetalsmith.org/2017/04/2017-laa-helen-shirk/ | https://www.craftinamerica.org/artist/helen-shirk/ | https://www.wikidata.org/wiki/Q106232497,2026-05-29
87,crafts/metalsdirectorypage/p175.html,JIN-HWAN SHU,person,,1956,"Seoul, Korea",Seoul National Polytechnical University,,,1990,,http://www.temple.edu/crafts/metalsdirectorypage/p175.html,,unknown,no,,,unknown,,"No reliable current information could be located for the metalsmith Jin-Hwan Shu (b. 1956). The archived employer ""Seoul National Polytechnical University"" is now Seoul National University of Science and Technology (SeoulTech); its current Metal Art & Design faculty roster does not list this person, consistent with (but not proof of) retirement given an age of ~70. Alive/deceased status, any name change, and current role are all genuinely unknown.",low,disputed,https://metalartdesign.seoultech.ac.kr/d_introduction/prof_introduction | https://metalartdesign.seoultech.ac.kr/ | https://www.newpaltz.edu/fpa/mfa/areas-of-study/metal/ | https://cfa.hongik.ac.kr/front/boardlist.do?bbsConfigFK=2&searchLowItem=7 | https://www.ganoksin.com/article/seven-korean-metalsmiths/,2026-05-29
88,crafts/metalsdirectorypage/p176.html,ZAVEN ZEE SIPANTZI,person,,1929,"Los Angeles, California",,,,,,http://www.temple.edu/crafts/metalsdirectorypage/p176.html,,likely-deceased,no,,"Unknown. Archived directory lists no current teaching institution (""n/a""). No metals/jewelry teaching or studio record could be located online.",unknown,https://www.legacy.com/us/obituaries/dailybreeze/name/arnold-hassoldt-obituary?id=24250537,"A UCLA-educated metalsmith/jeweler born 1929 with essentially no online footprint; the only verifiable trace is a 2008 obituary naming ""Zaven & Irene Sipantzi of Valley Village"" (Los Angeles) as in-laws, placing him alive in 2008 and resident in the San Fernando Valley. Given his ~1929 birth year, he is likely deceased now, but no obituary or death record for him was found.",low,not-needed,https://www.legacy.com/us/obituaries/dailybreeze/name/arnold-hassoldt-obituary?id=24250537,2026-05-29
89,crafts/metalsdirectorypage/p177.html,OLAF SKOOGFORS,person,,1930,Sweden,,,,,http://www.temple.edu/crafts/metalsdirectorypage/biographies/b177.html,http://www.temple.edu/crafts/metalsdirectorypage/p177.html,,no,yes,Olaf Skoogfors,"Professor and chairman, craft/metals department, Philadelphia College of Art (now University of the Arts) — at time of death in 1975",no,https://en.wikipedia.org/wiki/Olaf_Skoogfors,"Olaf Skoogfors, a major American studio metalsmith/jeweler born in Sweden in 1930, died of a heart attack in December 1975 at age 45 while a professor and metals-department chairman at the Philadelphia College of Art. Born Gustav Olaf Jansson, he was professionally known as Olaf Skoogfors.",high,confirmed,https://en.wikipedia.org/wiki/Olaf_Skoogfors | https://www.ganoksin.com/article/memory-olaf-skoogfors-1930-1975/ | https://www.aaa.si.edu/collections/olaf-skoogfors-papers-9976 | https://collection.cooperhewitt.org/people/18044417/bio | https://emuseum.delart.org/people/1694/olaf-skoogfors,2026-05-29
90,crafts/metalsdirectorypage/p178.html,CARLYLE H. SMITH,person,,"August 4th, 1912","Torrington, Connecticut",,,,,http://www.temple.edu/crafts/metalsdirectorypage/biographies/b178.html,http://www.temple.edu/crafts/metalsdirectorypage/p178.html,,no,no,,"Founder and longtime head of the jewelry & silversmithing program, Department of Design, University of Kansas (1947–1977); retired 1977 (deceased 2004)",retired-emeritus,https://americanart.si.edu/artist/carlyle-h-smith-4491,"Carlyle H. Smith (1912–2004) was a pioneering American silversmith/jeweler who founded the University of Kansas jewelry & silversmithing program — the first at a U.S. state university — and taught there for 30 years (1947–1977). He died November 11, 2004, in Pittsburg, Kansas, at age 93.",high,not-needed,https://americanart.si.edu/artist/carlyle-h-smith-4491 | http://www2.ljworld.com/news/2004/nov/13/pioneer_silversmith_left/ | https://www.aaa.si.edu/collections/interviews/oral-history-interview-carlyle-h-smith-13056 | https://artjewelryforum.org/schools/university-of-kansas/,2026-05-29
91,crafts/metalsdirectorypage/p179.html,ROMONA SOLBERG,person,,1921,"Watertown, South Dakota",,,,,http://www.temple.edu/crafts/metalsdirectorypage/biographies/b179.html,http://www.temple.edu/crafts/metalsdirectorypage/p179.html,,no,no,,"Professor of art (jewelry/metalsmithing), University of Washington School of Art (1967–1983, retired 1983). Earlier associate professor at Central Washington University.",retired-emeritus,https://en.wikipedia.org/wiki/Ramona_Solberg,"The archived ""Romona Solberg"" is the studio jeweler/metalsmith Ramona Solberg (1921–2005), a directory misspelling. She earned her BA and MFA at the University of Washington and taught there until retiring in 1983; she died June 13, 2005, in Seattle.",high,not-needed,https://en.wikipedia.org/wiki/Ramona_Solberg | https://americanart.si.edu/artist/ramona-solberg-5750 | https://www.seattletimes.com/seattle-news/ramona-solberg-jeweler-teacher-world-traveler-dies/ | https://www.craftinamerica.org/artist/ramona-solberg/ | https://www.aaa.si.edu/collections/interviews/oral-history-interview-ramona-solberg-12835,2026-05-29
92,crafts/metalsdirectorypage/p18.html,BARNEY P. BRIENZA,person,,1942,"Newark, New Jersey",Western Montana College,http://www.temple.edu/crafts/metalsdirectorypage/s258.html,,1971,,http://www.temple.edu/crafts/metalsdirectorypage/p18.html,,unknown,no,,"Retired Professor of Art, University of Montana Western (formerly Western Montana College), Dillon, MT; moved to New Mexico after retiring (~2006-2007)",retired-emeritus,https://mtstandard.com/entertainment/exhibit-honors-retiring-brienza/article_61c524ee-1a68-5a7e-92fe-d90fb39f0d7b.html,"Barney P. Brienza, the archived metals/jewelry educator, is confirmed as the longtime art professor who joined Western Montana College (now University of Montana Western) in 1971 and taught jewelry, blacksmithing, glass and clay; he retired after 35+ years (~2006-2007) and moved to New Mexico. No obituary was found, so his survival status is unknown.",medium,not-needed,https://mtstandard.com/entertainment/exhibit-honors-retiring-brienza/article_61c524ee-1a68-5a7e-92fe-d90fb39f0d7b.html | https://mtstandard.com/news/local/retirements-at-um-western-leaving-big-shoes-to-fill/article_4d863996-e02f-529b-8ecb-b5237de746bb.html | https://tendoyfineartgallery.com/tendoy-artists/ | http://www.temple.edu/crafts/metalsdirectorypage/p18.html,2026-05-29
93,crafts/metalsdirectorypage/p180.html,BARRY STERN,person,,1948,"New York, New York",Long Island University,http://www.temple.edu/crafts/metalsdirectorypage/s94.html,,1985,,http://www.temple.edu/crafts/metalsdirectorypage/p180.html,,unknown,no,,,unknown,,"No verifiable current information could be found for the jeweler/metalsmith Barry Stern (b. 1948) archived as teaching at Long Island University since 1985. Web searches surface only unrelated same-named individuals; his current status, role, and whether he is alive are all unknown.",low,disputed,https://en.wikipedia.org/wiki/Barry_Stern_(art_dealer) | https://www.columbiapsychiatry.org/profile/barry-l-stern-phd | https://www.liu.edu/post/academics/school-of-visual-arts | https://snagmetalsmith.org/member-directory/,2026-05-29
94,crafts/metalsdirectorypage/p181.html,SARA SLOAN STINE,person,,1963,"Kearney, Nebraska",Sawtooth Center for Visual Art,http://www.temple.edu/crafts/metalsdirectorypage/s163.html,,1987,,http://www.temple.edu/crafts/metalsdirectorypage/p181.html,,yes,no,,"Director of Metals and Glass programs, Sawtooth School for Visual Art (Winston-Salem, NC)",yes,https://sawtooth.org/staff-detail/sara-sloan-stine/,"Sara Sloan Stine is alive and still at the same institution archived in the directory. She remains Director of Metals + Glass at Sawtooth School for Visual Art (Winston-Salem, NC), where she has worked since 1987; the institution has been renamed from ""Sawtooth Center for Visual Art"" to ""Sawtooth School for Visual Art."" Her role has expanded (added Wood in 2012, Lapidary in 2018, and she founded the Metal Clay Artist Symposium in 2016).",high,not-needed,https://sawtooth.org/staff-detail/sara-sloan-stine/ | https://sawtooth.org/news-events/stories/story-001/ | https://sawtooth.org/studios/metals-lapidary/,2026-05-29
95,crafts/metalsdirectorypage/p182.html,MARTIN STREICH,person,,1926,"San Francisco, California",California College of Arts and Crafts,http://www.temple.edu/crafts/metalsdirectorypage/s16.html,,1959,,http://www.temple.edu/crafts/metalsdirectorypage/p182.html,,unknown,no,,"Former faculty in Jewelry/Metal Arts at the California College of Arts and Crafts (now California College of the Arts), Oakland/San Francisco; directed CCAC's experimental El Molino campus in Erongaricuaro, Mexico (1968). No active appointment in many decades.",no,https://libraries.cca.edu/exhibitions/50-years-ago/,"Martin (""Marty"") Streich is confirmed as a real Jewelry/Metal Arts faculty member at the California College of Arts and Crafts, matching the archived record; he led CCAC's El Molino campus in Mexico in 1968 and mentored metals students. No obituary was found, but given a 1926 birth (he would be ~100) he is likely deceased; this could not be confirmed.",low,confirmed,https://libraries.cca.edu/exhibitions/50-years-ago/ | https://jenniferbanksdesigns.com/about/ | https://snagmetalsmith.org/wp-content/uploads/2023/07/Reflection_100_Booklet_by_Jack_da_Silva.pdf,2026-05-29
96,crafts/metalsdirectorypage/p183.html,ROBERT STREPPONE,person,,1950,New York City,"Studio Jewelers, Ltd",http://www.temple.edu/crafts/metalsdirectorypage/s190.html,,1979,,http://www.temple.edu/crafts/metalsdirectorypage/p183.html,,yes,no,,"Founder and Director, Studio Jewelers, Ltd. (jewelry trade school), New York, NY",yes,https://studiojewelersltd.com/faculty/,"Robert Streppone is still the founder and director of Studio Jewelers, Ltd. in midtown Manhattan, the same institution listed in the archive (which he founded in 1979). He remains actively listed on the school's current faculty page and appears in 2026-era business listings.",high,not-needed,https://studiojewelersltd.com/faculty/ | https://studiojewelersltd.com/ | https://www.yelp.com/biz/studio-jewelers-new-york | https://opendatany.com/corporation.php?id=577349,2026-05-29
97,crafts/metalsdirectorypage/p184.html,DONALD P. TAYLOR,person,,1944,"Green Bay, Wisconsin",St. Norbert College,http://www.temple.edu/crafts/metalsdirectorypage/s183.html,,1984,,http://www.temple.edu/crafts/metalsdirectorypage/p184.html,,unknown,no,,"Director of Galleries and Curator Emeritus (formerly galleries director, curator, and adjunct associate professor of art), St. Norbert College, De Pere, Wisconsin; retired 2011",retired-emeritus,https://blog.sl.edu/news/slc-names-art-gallery-for-green-bay-s-donald-p-taylor,"Donald P. Taylor (b. 1944), a Green Bay artist who worked across metals/sculpture/ceramics, joined St. Norbert College ~1984 and served as galleries director, curator, and adjunct associate professor of art until retiring in 2011, when he was named Director of Galleries and Curator Emeritus. No obituary found; he appears in University of Puget Sound's 2020-21 alumni donor list, indicating he was alive at least then.",medium,not-needed,https://blog.sl.edu/news/slc-names-art-gallery-for-green-bay-s-donald-p-taylor | https://snc.edu/helpful-info/business-community/community-events-programs/gallery-exhibitions | https://www.pugetsound.edu/support-puget-sound/2020-21-donors/alumni-donors-2020-21,2026-05-29
98,crafts/metalsdirectorypage/p185.html,PAT TAYLOR,person,Neckpiece,1937,"Portland, Oregon",Miami Jewelry Institute,http://www.temple.edu/crafts/metalsdirectorypage/s103.html,,1985,http://www.temple.edu/crafts/metalsdirectorypage/biographies/b185.html,http://www.temple.edu/crafts/metalsdirectorypage/p185.html,,unknown,no,,,unknown,,"Could not confirm any identity for this jeweler/metalsmith (b. 1937, University of Miami AB, Indiana University MFA). No reliable online trace exists, and the archived ""Miami Jewelry Institute since 1985"" cannot be linked to them.",low,disputed,https://www.miamijewelryinstitute.com/meet-our-team.html | https://www.miamijewelryinstitute.com/about-us.html | https://eskenazi.indiana.edu/about/areas-programs/metals/index.html | https://art.as.miami.edu/about/faculty-and-staff/index.html,2026-05-29
99,crafts/metalsdirectorypage/p186.html,BILLIE JEAN THEIDE,person,Butte #EF-2,1956,"Des Moines, Iowa",University of Illinois - Urbana,http://www.temple.edu/crafts/metalsdirectorypage/s225.html,,1985,http://www.temple.edu/crafts/metalsdirectorypage/biographies/b186.html,http://www.temple.edu/crafts/metalsdirectorypage/p186.html,,yes,no,,"Professor Emerita of Art, School of Art + Design, University of Illinois at Urbana-Champaign (Inaugural James Avery Endowed Chair); past chair of the metals program",retired-emeritus,https://www.billietheide.com/,"Billie Jean Theide is alive and is now Professor Emerita of Art (formerly chair of the metals program) at the University of Illinois at Urbana-Champaign — the same institution in the archived record, now retired/emeritus. Still active as a working metalsmith/jeweler. [Phil-confirmed retired 2026-05-30; no successor metals faculty found at UIUC.]",high,confirmed,https://www.billietheide.com/about | https://art.illinois.edu/people/profiles/billie-theide/ | https://en.wikipedia.org/wiki/Billie_Jean_Theide | https://americanart.si.edu/artist/billie-jean-theide-27923,2026-05-29
100,crafts/metalsdirectorypage/p187.html,RACHELLE THIEWES,person,Silent Dance,1952,"Owatonna, MN",University of Texas - El Paso,http://www.temple.edu/crafts/metalsdirectorypage/s206.html,,1976,,http://www.temple.edu/crafts/metalsdirectorypage/p187.html,,yes,no,,"Professor Emerita of Metal Arts, University of Texas at El Paso (taught 1976–2014); active studio jeweler/metalsmith in El Paso, TX",retired-emeritus,https://en.wikipedia.org/wiki/Rachelle_Thiewes,"Rachelle Thiewes is alive and an active studio jeweler in El Paso; she taught metal arts at UTEP from 1976 to 2014 and is now professor emerita. Named the Metal Museum's 2021 Master Metalsmith, with work in the Smithsonian, Met, V&A, and other major collections.",high,not-needed,https://en.wikipedia.org/wiki/Rachelle_Thiewes | https://www.metalmuseum.org/rachellethiewes | https://www.utep.edu/rubin/exhibitions/past/rachelle-thiewes.html | https://americanart.si.edu/artist/rachelle-thiewes-6784 | https://galleryloupe.com/artists/rachelle-thiewes/,2026-05-29
101,crafts/metalsdirectorypage/p188.html,RICHARD THOMAS,person,,1917,"Marion, Pennsylvania",,,,,http://www.temple.edu/crafts/metalsdirectorypage/biographies/b188.html,http://www.temple.edu/crafts/metalsdirectorypage/p188.html,,no,no,,"Founding Head, Metalsmithing Department, Cranbrook Academy of Art (1948–1984); also Dean of Students/Registrar there. Last role before death.",no,https://cranbrookkitchensink.com/2015/01/23/photo-friday-the-art-of-richard-thomas/,"Richard Thomas (1917–1988) was the metalsmith and educator who re-established and headed the Cranbrook Academy of Art metalsmithing department from 1948 to 1984, establishing one of the nation's first college metalsmithing degree programs; he died in 1988 in Ypsilanti, Michigan.",high,not-needed,https://cranbrookkitchensink.com/2015/01/23/photo-friday-the-art-of-richard-thomas/ | https://archives.cranbrook.edu/repositories/2/resources/131 | https://archives.cranbrook.edu/agents/people/126 | https://www.aaa.si.edu/collections/richard-thomas-papers-9244 | https://www.aaa.si.edu/collections/interviews/oral-history-interview-richard-thomas-12006,2026-05-29
102,crafts/metalsdirectorypage/p189.html,NANCY KUNKLE THOMPSON,person,,1941,"Marion, Indiana",Virginia Commonwealth University,http://www.temple.edu/crafts/metalsdirectorypage/s251.html,,1969,,http://www.temple.edu/crafts/metalsdirectorypage/p189.html,,unknown,no,,"Former Professor of Jewelry & Metalsmithing and Chair of the Crafts Department (now Craft/Material Studies), Virginia Commonwealth University; no longer active faculty (long retired/emerita).",retired-emeritus,https://blogs.vcu.edu/enews/2013/12/11/alumni-give-thanks/,"Nancy Kunkle Thompson was a jewelry/metalsmithing professor and Chair of the Crafts Department at VCU, credited by alumni with building the program; she is long retired and her current living status could not be confirmed (no matching obituary found).",low,confirmed,https://blogs.vcu.edu/enews/2013/12/11/alumni-give-thanks/ | https://arts.vcu.edu/craft-material-studies/ | https://arts.vcu.edu/academics/departments/craft-material-studies/areas-of-study/metal/,2026-05-29
103,crafts/metalsdirectorypage/p19.html,KATHY BUSZKIEWICZ,person,Bracelet,1953,"South Bend, IN",Cleveland Institute of Art,http://www.temple.edu/crafts/metalsdirectorypage/s30.html,,1983,,http://www.temple.edu/crafts/metalsdirectorypage/p19.html,,unknown,no,,"Former Professor of Jewelry + Metals (Craft + Design), Cleveland Institute of Art; departed end of 2023-24 fiscal year after 40 years when her position was eliminated",no,https://www.cia.edu/faculty-and-staff/kathy-buszkiewicz/,"Kathy Buszkiewicz is the metalsmith/jeweler from the archived record (Ball State BS, Indiana University MFA, CIA since 1983 — exact match). After 40 years she left the Cleveland Institute of Art at the end of the 2023-24 fiscal year when her ranked Jewelry+Metals faculty position was eliminated for ""sustainability"" reasons; she is no longer in the archived job. No evidence of a name change or death.",high,confirmed,https://www.cia.edu/faculty-and-staff/kathy-buszkiewicz/ | https://www.change.org/p/petition-to-keep-kathy-buszkiewicz-and-matthew-hollern-at-cia | https://www.cia.edu/academics/jewelry-metals,2026-05-29
104,crafts/metalsdirectorypage/p190.html,LORIN S. THUNELL,person,Topaz,1953,"Salt Lake City, Utah",Brighton High School,,,1988,,http://www.temple.edu/crafts/metalsdirectorypage/p190.html,,yes,no,,"Art / jewelry instructor, Salt Lake Community College (Salt Lake City, UT); also independent studio jeweler under the name ""4CSilverworks""",no,https://www.linkedin.com/in/lorin-thunell-4a8283b9/,"Lorin Thunell is alive and active. After roughly 30 years teaching jewelry at the high school level (matching the archived Brighton High School, UT entry), he moved to teaching jewelry/metals at Salt Lake Community College, and runs a contemporary jewelry studio (""4CSilverworks"") inspired by Fremont/Anasazi petroglyphs.",high,confirmed,https://www.linkedin.com/in/lorin-thunell-4a8283b9/ | https://www.etsy.com/people/4CSilverworks | https://www.legacy.com/us/obituaries/deseretnews/name/florence-thunell-obituary?id=23768439 | https://catalog.slcc.edu/content.php?catoid=1&navoid=17,2026-05-29
105,crafts/metalsdirectorypage/p191.html,ENZO TORCOLETTI,person,,1943,"Fano, Italy",Flager College,http://www.temple.edu/crafts/metalsdirectorypage/s58.html,,1971,,http://www.temple.edu/crafts/metalsdirectorypage/p191.html,,yes,no,,"Emeritus Professor of Art, Flagler College (St. Augustine, FL); independent sculptor/designer dividing time between studios in St. Augustine and Italy",retired-emeritus,https://historiccoastculture.com/artist/enzo-torcoletti/,"Enzo Torcoletti (b. 1943) is alive and active; he taught at Flagler College from 1971 and is now Emeritus Professor of Art there (retired from full-time teaching ~2007), continuing as an independent sculptor in St. Augustine and Italy.",high,not-needed,https://historiccoastculture.com/artist/enzo-torcoletti/ | https://www.barton.edu/barton-art-galleries-to-host-reception-for-artist-in-residence-enzo-torcoletti-on-march-14/ | https://www.linkedin.com/in/enzo-torcoletti-b7919718/ | https://www.carlylegalleries.net/enzo-torcoletti | https://artsondouglas.net/collections/enzo-torcoletti,2026-05-29
106,crafts/metalsdirectorypage/p192.html,OLLI PETER VALANNE,person,Raised Goblets,1928,"Helesinki, Finland",retired,,,1993,,http://www.temple.edu/crafts/metalsdirectorypage/p192.html,,no,no,,"Artist and Professor at the University of Kansas (from 1974 until retirement, ~1993); now deceased",retired-emeritus,https://www.warrenmcelwain.com/obituaries/olli-p-valanne,"Olli Peter Valanne (1928 Helsinki, Finland - 2011 Lawrence, Kansas) was an artist and professor at the University of Kansas from 1974 until retirement; he died March 2, 2011 at age 82. The archived ""retired since 1993"" status is consistent with his confirmed death.",high,not-needed,https://www.warrenmcelwain.com/obituaries/olli-p-valanne | https://www.ancientfaces.com/person/olli-peter-valanne-birth-1928-death-2011/51885353 | https://www.geni.com/people/Olli-Peter-Valanne/6000000094764568910,2026-05-29
107,crafts/metalsdirectorypage/p193.html,GEORGE PAUL VAN DUINWYK,person,,1941,"New York, New York",,,,,,http://www.temple.edu/crafts/metalsdirectorypage/p193.html,,unknown,no,,,unknown,https://www.metalcyberspace.com/jewelry/metal_artists_v.htm,"Confirmed as a real metal artist: the Metalcyberspace artist index lists ""George Paul van Duinwyk b.1941 NY USA,"" matching the archived record. Beyond that single directory listing he has essentially no online footprint as a practicing or teaching metalsmith, and no obituary, current faculty page, name change, or recent activity could be found.",low,confirmed,https://www.metalcyberspace.com/jewelry/metal_artists_v.htm | https://lawyers.findlaw.com/profile/view/4227501_1 | https://law.justia.com/cases/rhode-island/supreme-court/1986/511-a-2d-975.html,2026-05-29
108,crafts/metalsdirectorypage/p194.html,DR. GERALDINE VELASQUEZ,person,,?,"New York, New York",Georgian Court College,http://www.temple.edu/crafts/metalsdirectorypage/s68.html,,1980,,http://www.temple.edu/crafts/metalsdirectorypage/p194.html,,likely-deceased,yes,Geraldine Khaner Velasquez,"Professor Emerita of Art and Design, Georgian Court University (retired 2015); later OLLI at NC State University instructor (art-history lectures)",retired-emeritus,https://ollincstate.wordpress.com/2019/10/14/geraldine-khaner-velasquez-olli-instructor-profile/,"Geraldine Khaner Velasquez taught art (jewelry, enamel, fiber, textile, fine art) at Georgian Court College/University from 1980 until she retired as Professor Emerita in 2015, then moved to Holly Springs, NC and taught art-history lectures at OLLI at NC State. Born Dec 24, 1943; no obituary found, but listed status was set conservatively.",high,confirmed,https://ollincstate.wordpress.com/2019/10/14/geraldine-khaner-velasquez-olli-instructor-profile/ | https://prabook.com/web/geraldine_khaner.velasquez/775278 | https://tworivertimes.com/lincroft-artist-holds-exhibition-at-georgian-court/,2026-05-29
109,crafts/metalsdirectorypage/p195.html,ARTHUR VIERTHALER,person,,1916,"Milwaukee, Wisconsin",,,,,http://www.temple.edu/crafts/metalsdirectorypage/biographies/b195.html,http://www.temple.edu/crafts/metalsdirectorypage/p195.html,,likely-deceased,no,,"Professor of art / fine-arts metals, University of Wisconsin–Madison (Art Education); founder/driving force of the UW–Madison metalsmithing program (deceased)",retired-emeritus,https://www.ganoksin.com/article/master-metalsmith-robert-von-neumann/,"Arthur Vierthaler (b. 1916) was the founding force behind the University of Wisconsin–Madison metals/metalsmithing program, a professor of art education and fine-arts metals who secured funding and space for the program and mentored figures like Robert von Neumann; Fred Fenster joined him in 1962. He is almost certainly deceased, though no specific obituary/death year was located.",medium,not-needed,https://www.ganoksin.com/article/master-metalsmith-robert-von-neumann/ | https://uwpress.wisc.edu/Books/M/Metalsmiths-and-Mentors | https://www.artprice.com/artist/194427/arthur-a--vierthaler/biography | https://www.wisconsinhistory.org/Records/Image/IM36422 | https://www.etsy.com/listing/779610373/arthur-vierthaler-electroformed-copper,2026-05-29
110,crafts/metalsdirectorypage/p196.html,ROBERT Von NEUMANN,person,,1923,?,,,,,,http://www.temple.edu/crafts/metalsdirectorypage/p196.html,,no,no,,"Professor of metalwork/jewelry at the University of Illinois at Urbana-Champaign (last known teaching post); previously Iowa State Teachers College (now University of Northern Iowa). Author of the classic textbook ""The Design and Creation of Jewelry.""",no,https://www.ganoksin.com/article/master-metalsmith-robert-von-neumann/,"Robert von Neumann (b. 1923) was a pioneering American metalsmith and author of ""The Design and Creation of Jewelry""; he taught at Iowa State Teachers College and the University of Illinois at Urbana-Champaign, and died in 1984 from an accidental fall.",high,not-needed,https://www.ganoksin.com/article/master-metalsmith-robert-von-neumann/ | https://www.galleryofwisconsinart.com/artist-works.php?artistId=439464&artist=Robert+von+Neumann+Jr. | https://archive.org/details/designcreationof00vonn_0,2026-05-29
111,crafts/metalsdirectorypage/p197.html,KATE WAGLE,person,,1949,"Redding, California",University of Oregon,http://www.temple.edu/crafts/metalsdirectorypage/s237.html,,1994,,http://www.temple.edu/crafts/metalsdirectorypage/p197.html,,unknown,no,,"Professor Emeritus of Art (Jewelry & Metalsmithing), University of Oregon, School of Art + Design; last administrative role was Associate Dean / Director, School of Architecture and Allied Arts, UO Portland (2008-2015)",retired-emeritus,https://artdesign.uoregon.edu/directory/art-emeritus-faculty/all/kwagle,"Kate Wagle is the same metalsmith/jeweler in the archived record — BS from Portland State, MFA in Jewelry & Metalsmithing from Arizona State (1981), joined University of Oregon in 1994. She is now listed as Department of Art emeritus faculty at UO; she headed the Art Department (1999-2008) and served as Associate Dean/Director of UO's School of Architecture and Allied Arts in Portland through 2015.",high,not-needed,https://artdesign.uoregon.edu/directory/art-emeritus-faculty/all/kwagle | https://artdesign.uoregon.edu/art/kate-wagle | https://katewagle.com/pagecv | https://artdesign.uoregon.edu/art/faculty-staff/emeritus,2026-05-29
112,crafts/metalsdirectorypage/p198.html,DALE WEDIG,person,,1955,"Milwaukee, Wisconsin",Northern Michigan University,http://www.temple.edu/crafts/metalsdirectorypage/s133.html,,1983,http://www.temple.edu/crafts/metalsdirectorypage/biographies/b198.html,http://www.temple.edu/crafts/metalsdirectorypage/p198.html,,yes,no,,"Professor of Art and Design (metalsmithing/sculpture), Northern Michigan University, Marquette, MI",yes,https://nmu.edu/faculty/mr-dale-j-wedig,"Dale Wedig is still a Professor of Art and Design at Northern Michigan University, where he has taught metalsmithing/sculpture since 1983; he is currently on sabbatical with his last semester taught listed as Spring 2026. No name change and no obituary.",high,not-needed,https://nmu.edu/faculty/mr-dale-j-wedig | https://art.nmu.edu/dale-wedig | https://commons.nmu.edu/prime_research_profiles/233/ | https://wedigfineart.wordpress.com/about/,2026-05-29
113,crafts/metalsdirectorypage/p199.html,BOB WINSTON,person,,1915,"Long Beach, California",,,,,http://www.temple.edu/crafts/metalsdirectorypage/biographies/b199.html,http://www.temple.edu/crafts/metalsdirectorypage/p199.html,,no,no,,"Influential mid-century jeweler/sculptor; taught jewelry/metalsmithing at California College of Arts and Crafts for ~17 years (from 1942); founding member of the Metal Arts Guild of San Francisco. Last active in Scottsdale, AZ.",no,https://americanart.si.edu/artist/bob-winston-27912,"Bob Winston (Charles Robert Winston, 1915-2003) was an influential San Francisco Bay Area jeweler and sculptor credited with reviving lost-wax centrifugal casting in mid-century American studio jewelry; he taught at the California College of Arts and Crafts and co-founded the Metal Arts Guild of San Francisco. He is deceased (died 2003).",high,not-needed,https://americanart.si.edu/artist/bob-winston-27912 | https://www.aaa.si.edu/collections/interviews/oral-history-interview-bob-winston-12194 | https://www.metalartsguildsf.org/member-of-the-month-archive/member-of-the-month-2021/ | https://www.wikidata.org/wiki/Q97070501,2026-05-29
114,crafts/metalsdirectorypage/p2.html,CLARENCE PRESTON-ANDRADE,person,,?,?,,,,,,http://www.temple.edu/crafts/metalsdirectorypage/p2.html,,unknown,no,,,unknown,,"No verifiable record of a metalsmith/jeweler/metals-arts educator named Clarence Preston-Andrade could be found in any craft, museum, SNAG, or institutional source. The archived entry is entirely empty (no birth year, no institution, no education), and the name does not appear in the metals field at all.",low,disputed,https://www.philadelphiabuildings.org/pab/app/ar_display.cfm/18880 | https://www.metalcyberspace.com/jewelry/metal_artists_pq.htm | https://tyler.temple.edu/directory,2026-05-29
