id,slug,name,program_started,degrees,source_url,source_ts,fc_still_exists,fc_current_name,fc_current_chair,fc_current_status,fc_what_happened,fc_current_link,fc_confidence,fc_verified,fc_sources,fc_checked,fc_succession_status,fc_current_faculty
109,crafts/metalsdirectorypage/s236.html,University of North Texas,,"B.A, B.F.A, M.A, M.F.A",http://www.temple.edu/crafts/metalsdirectorypage/s236.html,,yes,Metalsmithing and Jewelry (concentration in Studio Art),James Thurman (Professor; Program Coordinator of Metalsmithing and Jewelry),"Active and thriving. Offers a B.F.A. in Studio Art with a concentration in Metalsmithing & Jewelry, an M.F.A. in Studio Art with a concentration in Metalsmithing & Jewelry, and a Metalsmithing and Jewelry minor. Housed in the Department of Studio Art, College of Visual Arts and Design (CVAD), which is NASAD-accredited.","Continuation with a leadership change. The archived record listed Harlan Butt (1976–present). Butt taught at UNT from 1976 and retired in 2017, receiving Professor Emeritus recognition in 2018; a named scholarship (the CVAD Harlan W. Butt Metalsmithing and Jewelry Studies Scholarship) was established. The program continued without interruption under James Thurman, who is now the Program Coordinator. The program retains comprehensive facilities (digital fabrication, jewelry production, blacksmithing, silversmithing, metal spinning, TIG welding, electroforming, die-forming, powder coating) and an active student org (UNT Metals Club). No closure, merge, or rename.",https://cvad.unt.edu/studioart/metalsmithingjewelry,high,not-needed,https://cvad.unt.edu/studioart/metalsmithingjewelry | https://www.unt.edu/academics/programs/metalsmithing-and-jewelry-studio-art-degree.html | https://www.unt.edu/academics/programs/metalsmithing-and-jewelry-studio-art-masters.html | https://cvad.unt.edu/people/thurman-james | https://vpaa.unt.edu/fs/recognition/emeritus-info/emeritus-2018.html | https://unt.academicworks.com/opportunities/13848,2026-05-29,active-with-dedicated-faculty,"James Thurman (Professor, Studio Art: Metalsmithing and Jewelry; Program Coordinator of Metalsmithing and Jewelry); Ana M. Lopez (Professor, Studio Art: Metalsmithing and Jewelry)"
110,crafts/metalsdirectorypage/s237.html,University of Oregon,,"B.S, B.A, B.F.A, M.F.A",http://www.temple.edu/crafts/metalsdirectorypage/s237.html,,yes,"Metalsmithing and Jewelry (Department of Art, School of Art + Design)",Anya Kivarkis (Associate Professor of Metalsmithing and Jewelry) is Department Head of the Department of Art. Kathleen E. (Kate) Wagle is a Professor of Metalsmithing and Jewelry.,"Active. BFA in Art with a concentration in Metalsmithing and Jewelry (also available via BA/BS in Art); MFA in Art with jewelry/metalsmithing as an area of study. A BS in Jewelry and Metalsmithing is also marketed. Sits in the Department of Art, within the School of Art + Design, College of Design.","Continuation with leadership/institutional changes. The metals/jewelry program remains a robust concentration. Kate Wagle (archived as ""1994 to present"") is still a Professor of Metalsmithing and Jewelry, confirming continuity. Anya Kivarkis joined the metals/jewelry faculty and now serves as Department Head of the Department of Art. Institutionally, the former School of Architecture and Allied Arts (AAA) was reorganized into the College of Design in 2017, and the Department of Art now sits within the School of Art + Design under the College of Design. Studios are at ""The Northsite"" near Lawrence Hall.",https://artdesign.uoregon.edu/art,high,not-needed,https://artdesign.uoregon.edu/art | https://catalog.uoregon.edu/design/art-design/art/ | https://catalog.uoregon.edu/courses/crs-artm/ | https://artdesign.uoregon.edu/art/grad/mfa | https://artdesign.uoregon.edu/art/workspaces,2026-05-29,active-with-dedicated-faculty,"Anya Kivarkis (Professor; Department Head, Ann Swindells Chair; Jewelry & Metalsmithing Coordinator (Area Head)); Valerie Ho (Oi Ying Valerie Ho) (Jewelry & Metalsmithing Visiting Artist Assistant Professor)"
111,crafts/metalsdirectorypage/s238.html,University of Science & Arts of Oklahoma,,B.A,http://www.temple.edu/crafts/metalsdirectorypage/s238.html,,yes,"Jewelry/Metals concentration, Art program, School of Visual and Performing Arts, University of Science and Arts of Oklahoma (USAO)",Jacquelyn Knapp — Professor of Art and Coordinator of the Art Department (also the listed advisor for Jewelry majors). USAO's School of Visual and Performing Arts is administered with Jani Houtz as administrative assistant. No dedicated jewelry/metals program head is separately listed.,"Jewelry/Metals continues as one of ~14 concentrations within the Art major. Degrees: Bachelor of Arts (BA) in Art and Bachelor of Fine Arts (BFA) in Art, plus BA Art with Teacher Certification. It sits in the Art program within the School of Visual and Performing Arts (faculty offices in Davis Hall, Chickasha campus). Not a standalone metals/jewelry degree — it is a concentration/emphasis area inside the studio art degrees.","Continuation with leadership turnover. The two archived faculty — Kent Lamar (art, hired 1975/76, became art department head in 1989) and Hollis Howard (1978) — no longer appear in the current USAO faculty directory, indicating both have retired/departed since the directory snapshot. The Art Department is now coordinated by Jacquelyn Knapp (named to the Dorothy Cusick Endowed Professorship in Interdisciplinary Studies in Jan 2024). Current art faculty include Blake Morgan, Jordan Vinyard, Freddy Baeza, Wendy Chambers, and Layne Thrift (Nesbitt Gallery director). Jewelry/Metals remains an active concentration in the 2024-2025 course catalog, with Knapp advising Jewelry majors. No closure, merger, or renaming of the program.",https://usao.edu/academics/majors-and-minors/art/index.html,high,not-needed,https://usao.edu/academics/majors-and-minors/art/index.html | https://usao.edu/academics/visual-performing-arts/index.html | https://usao.edu/directory/index.html | https://usao.edu/news/four-faculty-endowed-chairs.html | https://usao.smartcatalogiq.com/en/2024-2025/2024-2025-course-catalog/majors-and-minors/art-ba/ | https://usao.edu/directory/jacquelyn-knapp.html,2026-05-29,active-with-dedicated-faculty,"Jacquelyn Knapp (Professor of Art and Coordinator of the Art Department (teaches/advises Drawing, Sculpture, Jewelry, Design))"
112,crafts/metalsdirectorypage/s24.html,Casper College,,,http://www.temple.edu/crafts/metalsdirectorypage/s24.html,,merged-renamed,"Casper College — Visual Arts Department (metalsmithing/jewelry as a course sequence/concentration, not a standalone program)","Justin Hayward (Academic Chair, Fine Arts). Carli Holcomb is the current sculpture/metalsmithing instructor.","No standalone metals/jewelry degree. Metalsmithing/jewelry survives as a studio concentration and course sequence (ART 2350 Metalsmithing I, ART 2360 Metalsmithing II, ART 2370 Metalsmithing III) inside the Visual Arts Department. Degrees offered by that department: A.A. in Art, A.A. in Museum/Gallery Studies, A.F.A. in Fine Art, A.F.A. in Art Education, A.F.A. in Graphic Design, A.F.A. in Photography. Metals/jewelry students would pursue the A.A. in Art or A.F.A. in Fine Art with metalsmithing coursework. College is a NASAD-accredited member.","The metals/jewelry offering continues but as part of the Art/Fine Art curriculum rather than a discrete named program. Leadership/faculty transitioned away from the archived instructor Linda L. Ryan (listed ""1982 to present"" in the old record). Ryan still appears on RateMyProfessors but is no longer in the current Visual Arts Department faculty roster; sculpture/metalsmithing is now taught by Carli Holcomb (tenured 2021, MFA Virginia Commonwealth University), who heads the sculpture/metalsmithing concentration. The department's chair is Justin Hayward. No closure of metals instruction was found; metalsmithing courses remain in the catalog.",https://www.caspercollege.edu/program/visual-arts-department/,medium,verify-failed,https://www.caspercollege.edu/program/visual-arts-department/ | https://www.caspercollege.edu/program/art/ | https://catalog.caspercollege.edu/preview_course_nopop.php?catoid=19&coid=50696 | https://catalog.caspercollege.edu/preview_course_nopop.php?catoid=19&coid=50694 | https://www.caspercollege.edu/directory/carli-holcomb/ | https://www.caspercollege.edu/news/2021/03/seven-instructors-receive-tenure/ | https://www.ratemyprofessors.com/professor/798175,2026-05-29,active-with-dedicated-faculty,"Carli Holcomb (Visual Arts Instructor (head of sculpture and metalsmithing concentration; teaches Metalsmithing, Sculpture, Printmaking))"
113,crafts/metalsdirectorypage/s240.html,University of South Carolina,,B.A,http://www.temple.edu/crafts/metalsdirectorypage/s240.html,,merged-renamed,"Jewelry & Metalsmithing (within 3D/Sculpture: Studio Art), School of Visual Art and Design","Thomas Bosse (Instructor, Studio Art) is the jewelry/metals faculty member. No separate program-head/chair for jewelry specifically; it is part of the broader School of Visual Art and Design.","Program continues. Jewelry/metalsmithing is offered as a concentration within the 3D/Sculpture: Studio Art B.F.A. (also B.A. Studio Art and M.F.A. Studio Art). It sits in the School of Visual Art and Design, McCausland College of Arts and Sciences. Courses: ARTS 255/355/356/455/456 (intro through advanced jewelry & metalsmithing) and graduate ARTS 555/556.","The metals/jewelry instruction at USC continues to be offered. Since ~2014, the former Department of Art was reorganized into the School of Visual Art and Design (the academic home now listed on USC's bulletins/site). Jewelry and metalsmithing is not a standalone program/department; it is a studio area integrated into the 3D/Sculpture track of the Studio Art degrees. Thomas Bosse (MFA, University of Georgia, 2017) is the current jewelry/metals instructor and has taught at the post-secondary level since 2015, indicating a leadership/faculty change in the area over the past decade. Degrees: B.A. Studio Art, B.F.A. Studio Art (3D/Sculpture concentration including jewelry/metalsmithing), and M.F.A. Studio Art.",https://sc.edu/study/majors_and_degrees/3d-sculpture-studio-art-bfa.php,high,verify-failed,https://sc.edu/study/majors_and_degrees/3d-sculpture-studio-art-bfa.php | https://academicbulletins.sc.edu/undergraduate/arts-sciences/visual-art-design/ | https://academicbulletins.sc.edu/undergraduate/course-descriptions/arts/ | https://sc.edu/study/colleges_schools/artsandsciences/visual_art_and_design/our_people/directory/bosse_thomas.php | https://sc.edu/study/majors_and_degrees/studio-art-mfa.php,2026-05-29,active-with-dedicated-faculty,"Thomas Bosse (Instructor, Studio Art (Jewelry & Metalsmithing))"
114,crafts/metalsdirectorypage/s241.html,University of Texas at Arlington,,"B.A, B.F.A",http://www.temple.edu/crafts/metalsdirectorypage/s241.html,,merged-renamed,Department of Art and Art History (College of Liberal Arts),"Dr. August Jordan Davis (Chair, Department of Art and Art History, as of 2025)","No standalone metals/jewelry/metalsmithing concentration remains. The Department of Art and Art History offers BA in Art, BA in Art History, BFA in Art, and an MFA. Current studio concentrations are Art Education, Cinematic Arts, Clay, Drawing, Glass, Painting, Photography, Printmaking, Sculpture, and Visual Communication Design. ""Metals"" survives only as a medium mentioned within the broader 3D/sculpture studio offerings, not as a named program.","David Keens introduced the Metals-Jewelry Program at UTA in 1973 and was its founding figure (the archived ""1974 to present"" entry corresponds to his career). Over time Keens's work and the program's emphasis shifted into glass; he built and coordinated UTA's nationally recognized Glass Program. Keens retired in 2013 after 39 years on the faculty. The original Metals-Jewelry Program did not survive as a distinct, named area: by the current era the department lists Glass and Sculpture (plus Clay, etc.) as its 3D concentrations, with metals referenced only as one medium within 3D/sculpture study. So since ~2014 the metals/jewelry identity has effectively been absorbed/superseded — primarily by the Glass program Keens founded out of it — rather than continued under its own name. Department leadership has since passed to Chair August Jordan Davis (2025).",https://www.uta.edu/academics/schools-colleges/liberal-arts/departments/art/areas-of-study,high,verify-failed,https://www.uta.edu/academics/schools-colleges/liberal-arts/departments/art/department-info/aah-history | https://www.uta.edu/academics/schools-colleges/liberal-arts/departments/art/areas-of-study | https://utalibartsnews.wordpress.com/2013/09/24/arts-keens-retires-leaves-glass-legacy/ | https://mentis.uta.edu/explore/profile/david-keens | https://www.uta.edu/academics/schools-colleges/liberal-arts/departments/art/department-info/people/faculty,2026-05-29,lapsed-or-closed,
115,crafts/metalsdirectorypage/s242.html,University of Washington,,,http://www.temple.edu/crafts/metalsdirectorypage/s242.html,,merged-renamed,3D4M: ceramics + glass + sculpture (within the School of Art + Art History + Design),Not identified as a metals/jewelry program head (no such program exists now). 3D4M is a multi-faculty area within the School of Art + Art History + Design; no single metals chair found.,"No standalone metals/jewelry degree remains. The dedicated metal arts / jewelry program closed circa 2006-2008. Metal fabrication facilities (metal shop, foundry, in the Ceramic + Metal Arts building) survive only as support within the 3D4M program, which grants a BA (Art, 3D4M concentration) and an MFA in 3D4M: ceramics + glass + sculpture. 3D4M sits in the Division of Art within the School of Art + Art History + Design.","The dedicated jewelry/metals program, long headed by Mary Lee Hu (joined 1980) and John Marshall, announced its closure upon Hu's retirement in 2006 and graduated its last class in 2008. No metals/jewelry faculty line was refilled. By the ~2014-present period the discipline survives only as metal-fabrication facilities and occasional coursework folded into the 3D4M (ceramics + glass + sculpture) area; there is no metals/jewelry degree track. The Seattle Metals Guild absorbed some of the community/education role the program had filled. The 3D4M program itself is active (e.g., 2024 Open House); Mary Lee Hu received the 2024 SNAG Lifetime Achievement Award.",https://art.washington.edu/art/3d4m-ceramics-glass-sculpture-mfa,high,verify-failed,https://art.washington.edu/art/ba-art-3d4m-concentration | https://art.washington.edu/art/3d4m-ceramics-glass-sculpture-mfa | https://art.washington.edu/3d4m-studios | https://art.washington.edu/fields/metal-art | https://en.wikipedia.org/wiki/Mary_Lee_Hu | https://www.melissacameron.net/blog/?page_id=7032 | https://snagmetalsmith.org/2024/02/2024-snag-lifetime-achievement-award-mary-lee-hu/,2026-05-29,active-no-dedicated-metals-faculty,
116,crafts/metalsdirectorypage/s244.html,University of Wisconsin-Eau Claire,,B.F.A,http://www.temple.edu/crafts/metalsdirectorypage/s244.html,,merged-renamed,"Department of Art & Design (BFA in Art, Integrative Visual Arts)","Ned Gannon (chair, Department of Art & Design)","No dedicated metals/metalsmithing/jewelry program currently. The art program continues as a BFA in Art - Integrative Visual Arts (69-credit comprehensive) plus BA/BS Art and Graphic Communications, within the Department of Art & Design (College of Arts and Sciences). Current studio focus areas are design, ceramics, sculpture, photography, illustration, drawing, painting, and interdisciplinary - metals/jewelry is NOT among them, and the live ART course catalog lists no metals, metalsmithing, or jewelry courses.","The university's art program is alive and active, but the standalone metals/jewelry offering that the SNAG-era directory recorded no longer appears in the curriculum. As of the current (2025-26) academic catalog and program pages, neither the area-of-focus list nor the ART course listing includes metals, metalsmithing, or jewelry. The department was consolidated/rebranded as ""Art & Design,"" and a comprehensive ""Integrative Visual Arts"" BFA replaced separately-named studio tracks; the metals concentration appears to have been dropped or absorbed into sculpture/3D/interdisciplinary rather than continued as a named area. I could not pin an exact year of discontinuation or identify the former metals faculty member from the archived record (the archived faculty field was ""n/a"", and a Cappy Counard lead turned out to be Edinboro University, not UWEC).",https://www.uwec.edu/academics/college-arts-and-sciences/departments-programs/art-design-department,medium,verify-failed,https://www.uwec.edu/academics/college-arts-and-sciences/departments-programs/art-design-department | https://catalog.uwec.edu/courses/art/ | https://catalog.uwec.edu/undergraduate/arts-sciences/art-design/art-comprehensive-major-integrative-visual-arts-bfa/ | https://www.uwec.edu/academics/programs/undergraduate/art-integrative-visual-arts | https://catalog.uwec.edu/undergraduate/arts-sciences/art-design/,2026-05-29,active-no-dedicated-metals-faculty,
117,crafts/metalsdirectorypage/s245.html,University of Wisconsin-La Crosse,,"B.A, B.S",http://www.temple.edu/crafts/metalsdirectorypage/s245.html,,yes,"Department of Art, University of Wisconsin-La Crosse (Metalsmithing area)","Kathleen (Kate) Hawkes, Art Department Chair. Metals/blacksmithing faculty: Prof. Bradley Nichols (bnichols@uwlax.edu).","Metals/metalsmithing is an active area within the Art Department (College of Arts, Social Sciences & Humanities). It is not a standalone degree or formally named concentration but a course sequence (ART 221 Intro to Metalsmithing, ART 320/321 Intermediate, ART 421 Advanced) and dedicated metalsmithing/blacksmithing studios (rooms 15, 20, 20A, 20B, Lowe Center for the Arts). Department offers Art major (BA and BS) and Art Education K-12 (BS); minors in Art, Art History, Art Therapy, Photography.","Continuation. The metalsmithing program at UWL has remained active and operating within the Art Department since ~2014. The studios (fabrication, casting, forging, raising, welding, blacksmithing) remain in use, taught by Prof. Bradley Nichols (metalsmithing/blacksmithing). No closure, merger, or rename found. Department continues offering metalsmithing course sequence. Department chair is currently Kathleen Hawkes.",https://www.uwlax.edu/academics/department/art/studios--facilities/,high,not-needed,https://www.uwlax.edu/academics/department/art/studios--facilities/ | https://catalog.uwlax.edu/undergraduate/art/ | https://www.uwlax.edu/academics/department/art/ | https://www.uwlax.edu/academics/department/art/our-people/ | https://www.uwlax.edu/news/posts/an-array-of-metal/,2026-05-29,active-with-dedicated-faculty,Bradley Nichols (Professor (Metalsmithing and Blacksmithing))
118,crafts/metalsdirectorypage/s246.html,University of Wisconsin-Madison,,"B.A, B.F.A, M.A, M.F.A",http://www.temple.edu/crafts/metalsdirectorypage/s246.html,,yes,"Art Metals / Metalsmithing and Jewelry area, Art Department, University of Wisconsin-Madison","Lisa Gralnick is the long-tenured Professor of Art Metal (at UW-Madison since 2001/2007; previously head of Jewelry & Metals at Parsons 1991-2001). The department added a new tenure-track Assistant Professor of Art Metals via a 2024-25 search. Art Department chair is a separate rotating role (Tom Loeser, CR Skip Johnson Professor, chaired 2009-2014).","Active and thriving. Sits within the Art Department (School of Education), as part of the Contemporary 3D Practices disciplines. Offers BS/BFA-level study (undergrad Art major with metals concentration) and a 3-year MFA in Art with a metalsmithing/art-metals focus. Course sequence runs Art 244 Art Metal I through Art 644 Advanced Art Metal II plus special topics (enameling, holloware, pewtersmithing). Program is ranked No. 3 nationally for metals/jewelry; department is top-15 in fine arts (US News).","Strong continuation since ~2014. The program descends directly from the historic faculty in the archived record (Vierthaler, Fenster, Moty, Hu, Glowacki) and remains one of the oldest, most respected metals/jewelry programs in the US. Lisa Gralnick has carried the professorship through this period. In September 2024 the department launched a search for a new tenure-track Assistant Professor of Art Metals (apps due Nov 7, 2024), indicating active investment and faculty renewal/expansion rather than any decline. The metals labs remain fully equipped (casting, enameling, forging, machining) with a full-time technician. No closure, merger, or rename.",https://art.wisc.edu/,high,not-needed,https://art.wisc.edu/ | https://art.wisc.edu/2024/09/18/the-university-of-wisconsin-madison-art-department-is-hiring-apply-now-for-our-art-metals-faculty-position/ | https://guide.wisc.edu/graduate/art/art-mfa/ | https://guide.wisc.edu/courses/art/ | https://merit-www.education.wisc.edu/artdev/media-disciplines/3d/ | https://artsdivision.wisc.edu/staff/gralnick-lisa/ | https://artsdivision.wisc.edu/staff/loeser-tom/ | https://ethicalmetalsmiths.org/em-institutional-members/university-wisconsin-madison,2026-05-29,active-with-dedicated-faculty,"Jaydan Moore (Assistant Professor of Art Metals); Matthew Mauk (Teaching faculty, Art Metals (Ring Making))"
119,crafts/metalsdirectorypage/s247.html,University of Wisconsin - Green Bay,,,http://www.temple.edu/crafts/metalsdirectorypage/s247.html,,yes,"Jewelry/Metals studio area, Art Department, University of Wisconsin-Green Bay","Alison Gates (Professor; Chair of Art & Design / Arts Management). Metals taught by Salem Turchan (Metals/3D/Photo, Green Bay & Sheboygan campuses).","Jewelry/Metals is an active studio area within the Art department (College of Arts, Humanities and Social Sciences). No standalone degree; it is one of the 3-D studio concentrations under the Bachelor of Arts (BA) in Art, Studio Art emphasis. Course sequence: ART 260 Intro to Jewelry/Metals, ART 364 Intermediate, ART 463 Advanced. The department also lists Art Education and Pre-Art Therapy emphases. (Catalog/contact pages occasionally style the unit ""Art & Design."")","Continuation, not closure. The archived faculty (Robert Pum, 1969-present; Donald P. Taylor, 1972-1978) date the directory record to the program's early decades. Those individuals have long since been succeeded. As of 2026 the jewelry/metals studio remains active with a professional-grade metals studio (torches, kilns, casting, rolling mills, hydraulic press). Leadership now rests with department chair Alison Gates, with Salem Turchan as the metals instructor. No evidence of any closure, merger, or rename of the metals area since ~2014; the broader Art program continues under the BA structure.",https://www.uwgb.edu/art/studio-areas/jewelry-metals/,high,not-needed,https://www.uwgb.edu/art/studio-areas/jewelry-metals/ | https://www.uwgb.edu/art/ | https://www.uwgb.edu/art/contact/ | https://catalog.uwgb.edu/undergraduate/course-descriptions/art/ | https://catalog.uwgb.edu/undergraduate/programs/art/major/,2026-05-29,active-no-dedicated-metals-faculty,"Michael Wartgow (Lecturer (listed area: Metals/3D/Photo)); Alison Gates (Professor & Chair of Art & Design (contact for jewelry/metals studio; her own specialty is fibers/textiles, not metals))"
120,crafts/metalsdirectorypage/s248.html,University of Wisconsin-Stout,,"B.S, B.F.A",http://www.temple.edu/crafts/metalsdirectorypage/s248.html,,merged-renamed,"Studio Art, B.F.A. — Metals and Contemporary Art Jewelry Concentration","Masako Onodera (Associate Professor, Metals and Contemporary Art Jewelry — named studio faculty for the concentration). School of Art & Design director not separately confirmed from public pages.","Active. Offered as the ""Metals and Contemporary Art Jewelry"" concentration within the B.F.A. in Studio Art (120 credits), housed in the School of Art & Design (College of Arts & Human Sciences). Listed in the current 2024-2025 Undergraduate Bulletin. Sibling studio concentrations include ceramics, sculpture, drawing, painting, photography, printmaking, and comics.","Continuation with reorganization/renaming. The metals/jewelry offering persists but is now structured as a named concentration inside a consolidated B.F.A. in Studio Art rather than a standalone program. UW-Stout introduced a First-Year Experience (FYX) / Pre-BFA common foundation that students complete before declaring the Studio Art major and choosing the metals & contemporary art jewelry concentration. No closure of the metals offering found; the discipline remains taught with an active studio. Masako Onodera (joined late 1990s/2000s, CV on file from 2017) is the continuing metals faculty member, exhibiting nationally and internationally.",https://www.uwstout.edu/programs/bfa-studio-art,high,verify-failed,https://bulletin.uwstout.edu/preview_program.php?catoid=26&poid=6071 | https://www.uwstout.edu/programs/bfa-studio-art | https://www.uwstout.edu/academics/colleges-schools/college-arts-human-sciences/school-art-design | https://www.uwstout.edu/directory/onoderam,2026-05-29,active-with-dedicated-faculty,"Masako Onodera (Professor (Metalsmithing, Jewelry Making, Crafts) — School of Art & Design, Visual & Performing Arts Dept.)"
121,crafts/metalsdirectorypage/s25.html,Center for Creative Studies,,B.F.A,http://www.temple.edu/crafts/metalsdirectorypage/s25.html,,merged-renamed,"College for Creative Studies (CCS) — Metalsmithing/Jewelry, within the Studio Art & Craft BFA","Valerie Jenkins — Chair of Studio Art & Craft (since ~2023). Thomas S. Madden remains Professor / Section Lead of Metalsmithing and Jewelry (the same ""Thomas S. Madden, 1992 to present"" from the archived record). Earlier chairs of the Crafts/Craft & Material Studies dept included Madden (through ~2014) and glass artist Kim Harty (~2020).","Program continues. Metalsmithing/Jewelry is now a discipline/section within the unified Studio Art & Craft BFA at the College for Creative Studies, Detroit. Degree offered: BFA (Studio Art & Craft); students focus in Metalsmithing/Jewelry rather than earning a standalone metals degree. No separate metals BFA today.","Institution renamed: ""Center for Creative Studies – College of Art and Design"" (1975) became ""College for Creative Studies"" (CCS) in 2001 — so the institution name in the archived record is outdated, not closed. The metals program never closed. Department evolution since ~2014: the ""Crafts"" department was renamed ""Craft and Material Studies"" effective Fall 2020 (chair Kim Harty). In August 2023, CCS combined the former Art Practice and Craft and Material Studies majors into one reenvisioned ""Studio Art & Craft"" BFA (chair Valerie Jenkins). Metalsmithing/Jewelry survived every reorganization as a named discipline/section, with Thomas Madden continuing as its Section Lead — direct continuity from the archived ""Thomas S. Madden 1992 to present"" entry.",https://www.ccsdetroit.edu/academics/undergraduate-programs/studio-art-craft/,high,verify-failed,https://www.ccsdetroit.edu/academics/undergraduate-programs/studio-art-craft/ | https://www.ccsdetroit.edu/academics/undergraduate-programs/studio-art-craft/faculty/ | https://www.ccsdetroit.edu/academics/undergraduate-programs/crafts/metalsmithing-jewelry/ | https://www.ccsdetroit.edu/news/ccs-introduces-reenvisioned-studio-art-craft-program/ | https://en.wikipedia.org/wiki/College_for_Creative_Studies | https://www.detroithistorical.org/learn/online-research/encyclopedia-of-detroit/college-creative-studies | https://www.ccs-craftandmaterialstudies.com/,2026-05-29,active-with-dedicated-faculty,"Thomas Madden (Professor / Section Lead of Metalsmithing and Jewelry); Aaron Deshields (Adjunct Professor, Metalsmithing & Jewelry / Blacksmithing)"
122,crafts/metalsdirectorypage/s250.html,University of Wisconsin-Whitewater,,,http://www.temple.edu/crafts/metalsdirectorypage/s250.html,,yes,"Metals and Jewelry (studio area), Department of Art and Design","Department chair not individually named on the public catalog page (dept contact: 262-472-1324, artanddesign@uww.edu). Current metals/jewelry professor is Teresa Faris.","Active. Metals and Jewelry is one of the studio production fine-arts areas (alongside drawing, painting, sculpture, ceramics, printmaking, photography). It is a studio emphasis pursued within the BFA (Fine Arts Emphasis); the department also offers BA (Art History, Graphic Design, Licensure emphases), BFA Graphic Design/Licensure emphases, and a BSE in Art Education. Sits in the Department of Art and Design, College of Arts and Communication.","Continuation with leadership succession. Linda Threadgill (the archived ""to present"" entry) headed the UW-Whitewater Metals Program from 1979 to 2003 and is now Professor Emerita (she now lives/works in Santa Fe, NM). The program continued under Teresa Faris, the current professor of metalsmithing and jewelry design. The area remains active through 2026 (recent UW System feature stories and a 2026 ""International Recognition"" UW-Whitewater news item cover the metals/jewelry program and its students). No closure, merger, or rename of the metals/jewelry offering was found; it remains a studio area within the Department of Art and Design.",https://uww-public.courseleaf.com/undergraduate/arts-communication/art-design/,high,not-needed,https://uww-public.courseleaf.com/undergraduate/arts-communication/art-design/ | https://www.uww.edu/coac/academics/art-design | https://www.wisconsin.edu/all-in-wisconsin/story/uw-whitewater-metals-and-jewelry-student-forms-art-with-meaning/ | https://www.uww.edu/umc/why-i-teach/teresa-faris | https://en.wikipedia.org/wiki/Linda_Threadgill | https://www.uww.edu/news/archive/2026-4-international-recognition,2026-05-29,active-with-dedicated-faculty,"Teresa Faris (Professor of Art & Design; Area Head, Jewelry and Metalsmithing)"
123,crafts/metalsdirectorypage/s251.html,Virginia Commonwealth University,,"B.F.A, M.F.A",http://www.temple.edu/crafts/metalsdirectorypage/s251.html,,yes,"Metals/Jewelry area, Department of Craft and Material Studies (now part of the merged Department of Fine Arts), VCUarts",Kristin Caskey (acting chair of Craft and Material Studies as of Jan 2026); Cynthia Myron noted as chair in Feb 2025. Note: a merge of three departments into a single Department of Fine Arts was underway in early 2026.,"Active. Offers a BFA in Craft and Material Studies with a metalsmithing/jewelry focus and an MFA in Fine Arts with a concentration in jewelry/metalworking (60 credit hours, ~2 years). Metal is one of five studio areas (Metal, Clay, Glass, Wood, Fiber).","Continuation with restructuring. The metals/jewelry program has continued uninterrupted as both a BFA focus and an MFA concentration. In a Jan 2026 consolidation, VCUarts merged the Department of Craft and Material Studies with Painting & Printmaking and Sculpture & Extended Media into a single Department of Fine Arts; the furniture/woodworking GRADUATE program was paused for 2026-27 (the lone woodworking professor not rehired), but Metals, Clay, Glass, Wood and Fiber all continue to be taught to undergrads. Leadership has changed since ~2014 (Cynthia Myron chair in 2025, Kristin Caskey acting chair Jan 2026). Archived faculty Nancy (Kunkle) Thompson was a longtime jewelry/metalsmithing professor and crafts dept chair who built the program (""1969 to present"" in the old record); she is a historical figure, not the current head.",https://arts.vcu.edu/academics/departments/craft-material-studies/areas-of-study/metal/,high,not-needed,https://arts.vcu.edu/academics/departments/craft-material-studies/areas-of-study/metal/ | https://bulletin.vcu.edu/graduate/school-arts/craft-material-studies/fine-arts--mfa-concentration-jewelrymetalworking/ | https://bulletin.vcu.edu/undergraduate/arts/craft-material-studies/ | https://bulletin.vcu.edu/undergraduate/arts/craft-material-studies/craft-material-studies-bfa/ | https://commonwealthtimes.org/2026/01/21/vcu-quietly-axes-furniture-design-program-amid-consolidation/ | https://commonwealthtimes.org/2025/02/05/hands-on-with-vcu-craft-and-material-students/ | https://guides.library.vcu.edu/craft/metal | https://blogs.vcu.edu/enews/2013/12/11/alumni-give-thanks/,2026-05-29,active-with-dedicated-faculty,"Susie Ganch (Associate Professor - Metals; Graduate Program Director, Department of Craft/Material Studies)"
